CH3NH2,PHOTON,NAN,CH3NH2+,E-,NAN,NAN,4.6e-10,0.0,2.28,99   9,999
HC5N,PHOTON,NAN,H,C5N,NAN,NAN,5e-10,0.0,1.83,99   9,999
HC5N,PHOTON,NAN,CN,C4H,NAN,NAN,5e-10,0.0,1.83,99   9,999
CH3C3N,PHOTON,NAN,C3N,CH3,NAN,NAN,2e-11,0.0,1.7,99   9,999
NC4N,PHOTON,NAN,C2,CN,CN,NAN,2e-11,0.0,1.7,99   9,999
NC6N,PHOTON,NAN,CN,CN,C4,NAN,2e-11,0.0,1.7,99   9,999
NC8N,PHOTON,NAN,CN,CN,C6,NAN,2e-11,0.0,1.7,99   9,999
HC4N,PHOTON,NAN,C2,CH,CN,NAN,2e-11,0.0,1.7,99   9,999
HC6N,PHOTON,NAN,CH,CN,C4,NAN,2e-11,0.0,1.7,99   9,999
HC8N,PHOTON,NAN,CH,CN,C6,NAN,2e-11,0.0,1.7,99   9,999
H2CSICH,PHOTON,NAN,H,C-HCCHSI,NAN,NAN,1e-10,0.0,2.3,99   9,999
SIC2CH3,PHOTON,NAN,H2,SIC3H,NAN,NAN,1e-10,0.0,2.3,99   9,999
SIC3H5,PHOTON,NAN,H2,H2,SIC3H,NAN,1e-10,0.0,2.3,99   9,999
SIC4H,PHOTON,NAN,SI,C4H,NAN,NAN,1e-10,0.0,2.3,99   9,999
SIC6H,PHOTON,NAN,SI,C6H,NAN,NAN,1e-10,0.0,2.3,99   9,999
SIC8H,PHOTON,NAN,SI,C8H,NAN,NAN,1e-10,0.0,2.3,99   9,999
CH3CH2OH,PHOTON,NAN,H2O,C2H4,NAN,NAN,1.38e-09,0.0,1.73,99   9,999
CH3CH2OH,PHOTON,NAN,C2H5OH+,E-,NAN,NAN,1e-09,0.0,2.35,99   9,999
CH3CH2OH,PHOTON,NAN,OH,C2H5,NAN,NAN,2.9e-09,0.0,1.73,99   9,999
CH3C4H,PHOTON,NAN,CH3,C4H,NAN,NAN,2e-11,0.0,1.7,99   9,999
CH3OCH3,PHOTON,NAN,H2CO,CH4,NAN,NAN,1.5e-09,0.0,1.6,99   9,999
CH3OCH3,PHOTON,NAN,CH3OCH3+,E-,NAN,NAN,4.6e-10,0.0,2.28,99   9,999
C2+,PHOTON,NAN,C,C+,NAN,NAN,1e-11,0.0,1.7,99   9,999
CH+,PHOTON,NAN,C,H+,NAN,NAN,2.5e-10,0.0,2.94,99   9,999
H2+,PHOTON,NAN,H,H+,NAN,NAN,5.7e-10,0.0,2.37,99   9,999
OH+,PHOTON,NAN,O,H+,NAN,NAN,1.1e-11,0.0,3.5,99   9,999
SIH+,PHOTON,NAN,H,SI+,NAN,NAN,2.7e-09,0.0,1.21,99   9,999
C2H+,PHOTON,NAN,H,C2+,NAN,NAN,1e-11,0.0,2.0,99   9,999
CH2+,PHOTON,NAN,H,CH+,NAN,NAN,1.4e-10,0.0,2.21,99   9,999
H3+,PHOTON,NAN,H2,H+,NAN,NAN,2e-08,0.0,1.8,99   9,999
H3+,PHOTON,NAN,H,H2+,NAN,NAN,7.9e-09,0.0,2.3,99   9,999
CH3+,PHOTON,NAN,H2,CH+,NAN,NAN,1e-09,0.0,1.7,99   9,999
CH3+,PHOTON,NAN,H,CH2+,NAN,NAN,1e-09,0.0,1.7,99   9,999
C-,PHOTON,NAN,C,E-,NAN,NAN,2.4e-07,0.0,0.9,99   9,999
H-,PHOTON,NAN,H,E-,NAN,NAN,2.4e-07,0.0,0.9,99   9,999
O-,PHOTON,NAN,O,E-,NAN,NAN,2.4e-07,0.0,0.9,99   9,999
S-,PHOTON,NAN,S,E-,NAN,NAN,2.4e-07,0.0,0.9,99   9,999
CN-,PHOTON,NAN,CN,E-,NAN,NAN,2.4e-07,0.0,0.9,99   9,999
OH-,PHOTON,NAN,OH,E-,NAN,NAN,2.4e-07,0.0,0.9,99   9,999
